Orthogroup	WB_id	WB_alias	seqname	N2	QX1410	NIC58
OG0009141	WBGene00006578	tli-1	F25H2.1	F25H2.1.1	QX1410.6641	NIC58.1513
OG0009142	WBGene00009116	snx-27	F25H2.2	F25H2.2.1	QX1410.6642	NIC58.1514
OG0009143	WBGene00009118	F25H2.4	F25H2.4	F25H2.4.1	QX1410.6646	NIC58.1515
OG0009144	WBGene00009119	ndk-1	F25H2.5	F25H2.5.1	QX1410.6647	NIC58.1516
OG0009145	WBGene00009121	F25H2.7	F25H2.7	F25H2.7.1	QX1410.6649	NIC58.1518
OG0009146	WBGene00006720	ubc-25	F25H2.8	F25H2.8.1	QX1410.6652	NIC58.1519
OG0009147	WBGene00003926	pas-5	F25H2.9	F25H2.9.1	QX1410.6654	NIC58.1520
OG0009148	WBGene00004408	rla-0	F25H2.10	F25H2.10.1	QX1410.6655	NIC58.1521
OG0009149	WBGene00009122	tct-1	F25H2.11	F25H2.11.1	QX1410.6656	NIC58.1522
OG0009150	WBGene00009123	F25H2.12	F25H2.12	F25H2.12a.1	QX1410.6657	NIC58.1523
OG0009151	WBGene00009124	rtel-1	F25H2.13	F25H2.13.2	QX1410.6658	NIC58.1524
OG0009152	WBGene00009243	F29C6.1	F29C6.1	F29C6.1a.1	QX1410.6660	NIC58.1525
OG0009153	WBGene00011906	hsp-12.1	T22A3.2	T22A3.2b.1	QX1410.6661	NIC58.1526
OG0009154	WBGene00003083	lst-1	T22A3.3	T22A3.3a.1	QX1410.6663	NIC58.1527
OG0009155	WBGene00044070	set-18	T22A3.4	T22A3.4b.1	QX1410.6664	NIC58.1528
OG0009156	WBGene00011908	pash-1	T22A3.5	T22A3.5a.1	QX1410.6666	NIC58.1530
OG0009157	WBGene00016622	mafr-1	C43H8.2	C43H8.2.1	QX1410.6668	NIC58.1531
OG0009158	WBGene00016621	arch-1	C43H8.1	C43H8.1.1	QX1410.6669	NIC58.1533
OG0009159	WBGene00015232	B0511.6	B0511.6	B0511.6.1	QX1410.6670	NIC58.1532
OG0009160	WBGene00015231	cutl-14	B0511.5	B0511.5.1	QX1410.6671	NIC58.1534
OG0009161	WBGene00015233	B0511.7	B0511.7	B0511.7.1	QX1410.6672	NIC58.1535
OG0009162	WBGene00255714	B0511.19	B0511.19	B0511.19.1	QX1410.6673	NIC58.1536
OG0009163	WBGene00015238	mppe-1	B0511.13	B0511.13b.1	QX1410.6676	NIC58.1537
OG0009164	WBGene00044321	mrps-30	B0511.8	B0511.8.1	QX1410.6677	NIC58.1538
OG0009165	WBGene00015235	cdc-26	B0511.9	B0511.9c.1	QX1410.6678	NIC58.1539
OG0009166	WBGene00001228	eif-3.E	B0511.10	B0511.10.1	QX1410.6679	NIC58.1540
OG0009167	WBGene00010422	H32K16.2	H32K16.2	H32K16.2.1	QX1410.6680	NIC58.1541
OG0009168	WBGene00014120	ZK858.7	ZK858.7	ZK858.7.1	QX1410.6682	NIC58.1543
OG0009169	WBGene00014119	ZK858.6	ZK858.6	ZK858.6a.1	QX1410.6683	NIC58.1544
OG0009170	WBGene00014118	ZK858.5	ZK858.5	ZK858.5.1	QX1410.6684	NIC58.1545
OG0009171	WBGene00003209	mel-26	ZK858.4	ZK858.4b.1	QX1410.6685	NIC58.1546
OG0009172	WBGene00014117	clec-91	ZK858.3	ZK858.3.1	QX1410.6686	NIC58.1547
OG0009173	WBGene00014121	ZK858.8	ZK858.8	ZK858.8.1	QX1410.6687	NIC58.1548
OG0009174	WBGene00014116	ZK858.2	ZK858.2	ZK858.2.1	QX1410.6688	NIC58.1549
OG0009175	WBGene00014115	gld-4	ZK858.1	ZK858.1.1	QX1410.6689	NIC58.1550
OG0009176	WBGene00012376	nduf-7	W10D5.2	W10D5.2.2	QX1410.6690	NIC58.1551
OG0009177	WBGene00001574	gei-17	W10D5.3	W10D5.3c.3	QX1410.6691	NIC58.1552
OG0009178	WBGene00003182	mef-2	W10D5.1	W10D5.1.1	QX1410.6692	NIC58.1553
OG0009179	WBGene00011532	chaf-1	T06D10.2	T06D10.2.1	QX1410.6693	NIC58.1554
OG0009180	WBGene00011531	rsbp-1	T06D10.1	T06D10.1.3	QX1410.6694	NIC58.1555
OG0009181	WBGene00004298	rad-54.L	W06D4.6	W06D4.6.1	QX1410.6695	NIC58.1556
OG0009182	WBGene00006503	snx-3	W06D4.5	W06D4.5.1	QX1410.6696	NIC58.1557
OG0009183	WBGene00012298	prmt-7	W06D4.4	W06D4.4.1	QX1410.6697	NIC58.1558
OG0009184	WBGene00010147	F56D5.2	F56D5.2	F56D5.2.1	QX1410.6699	NIC58.972
OG0009185	WBGene00012296	spe-46	W06D4.2	W06D4.2.1	QX1410.6700	NIC58.1559
OG0009186	WBGene00001843	hgo-1	W06D4.1	W06D4.1.1	QX1410.6701	NIC58.1560
OG0009187	WBGene00007856	C31H5.5	C31H5.5	C31H5.5.1	QX1410.6702	NIC58.1561
OG0009188	WBGene00007857	C31H5.6	C31H5.6	C31H5.6a.1	QX1410.6703	NIC58.1562
OG0009189	WBGene00000058	acr-19	C31H5.3	C31H5.3b.1	QX1410.6705	NIC58.1563
OG0009190	WBGene00006525	tax-2	F36F2.5	F36F2.5.1	QX1410.6707	NIC58.1565
OG0009191	WBGene00015421	C04E6.4	C04E6.4	C04E6.4.1	QX1410.6708	NIC58.8787
OG0009192	WBGene00009475	F36F2.1	F36F2.1	F36F2.1a.1	QX1410.6710	NIC58.1566
OG0009193	WBGene00009476	F36F2.2	F36F2.2	F36F2.2.1	QX1410.6711	NIC58.1567
OG0009194	WBGene00009477	rbpl-1	F36F2.3	F36F2.3a.1	QX1410.6715	NIC58.1568
OG0009195	WBGene00009479	fcp-1	F36F2.6	F36F2.6.1	QX1410.6716	NIC58.1569
OG0009196	WBGene00009478	syx-7	F36F2.4	F36F2.4.1	QX1410.6717	NIC58.1570
OG0009197	WBGene00009480	F36F2.7	F36F2.7	F36F2.7.1	QX1410.6718	NIC58.1571
OG0009198	WBGene00009344	F32H2.7	F32H2.7	F32H2.7.1	QX1410.6720	NIC58.1573
OG0009199	WBGene00009345	F32H2.8	F32H2.8	F32H2.8.1	QX1410.6723	NIC58.1574
OG0009200	WBGene00009956	F53B2.5	F53B2.5	F53B2.5.1	QX1410.6725	NIC58.1576
OG0009201	WBGene00050880	F32H2.12	F32H2.12	F32H2.12.1	QX1410.6726	NIC58.1577
OG0009202	WBGene00009341	thoc-3	F32H2.4	F32H2.4.1	QX1410.6728	NIC58.1578
OG0009203	WBGene00009346	F32H2.10	F32H2.10	F32H2.10.1	QX1410.6729	NIC58.1579
OG0009204	WBGene00004953	spd-2	F32H2.3	F32H2.3.1	QX1410.6730	NIC58.1580
OG0009205	WBGene00007026	mdt-31	F32H2.2	F32H2.2b.1	QX1410.6731	NIC58.1581
OG0009206	WBGene00001568	snpc-4	F32H2.1	F32H2.1a.1	QX1410.6732	NIC58.1582
OG0009207	WBGene00014241	ZK1251.3	ZK1251.3	ZK1251.3.1	QX1410.6733	NIC58.1584
OG0009208	WBGene00043049	F32H2.11	F32H2.11	F32H2.11.1	QX1410.6734	NIC58.1585
OG0009209	WBGene00009961	cutl-7	F53B6.6	F53B6.6.1	QX1410.6735	NIC58.1586
OG0009210	WBGene00009962	F53B6.7	F53B6.7	F53B6.7.1	QX1410.6736	NIC58.1587
OG0009211	WBGene00009959	F53B6.4	F53B6.4	F53B6.4a.1	QX1410.6737	NIC58.1588
OG0009212	WBGene00009958	madd-4	F53B6.2	F53B6.2a.1	QX1410.6740	NIC58.1590
OG0009213	WBGene00006641	tsp-15	F53B6.1	F53B6.1.1	QX1410.6741	NIC58.1591
OG0009214	WBGene00011630	T08G11.3	T08G11.3	T08G11.3.1	QX1410.6742	NIC58.1592
OG0009215	WBGene00011629	T08G11.1	T08G11.1	T08G11.1a.1	QX1410.6743	NIC58.1594
OG0009216	WBGene00011631	T08G11.4	T08G11.4	T08G11.4a.1	QX1410.6744	NIC58.1595
OG0009217	WBGene00006765	unc-29	T08G11.5	T08G11.5.1	QX1410.6745	NIC58.1596
OG0009218	WBGene00010135	F55H12.4	F55H12.4	F55H12.4.1	QX1410.6746	NIC58.1597
OG0009219	WBGene00010134	F55H12.3	F55H12.3	F55H12.3.1	QX1410.6747	NIC58.1599
OG0009220	WBGene00001483	fog-3	C03C11.2	C03C11.2.1	QX1410.6749	NIC58.1600
OG0009221	WBGene00010137	ztf-26	F55H12.6	F55H12.6a.1	QX1410.6752	NIC58.1601
OG0009222	WBGene00002035	hum-1	F29D10.4	F29D10.4.1	QX1410.6753	NIC58.1602
OG0009223	WBGene00009456	F36A2.9	F36A2.9	F36A2.9b.1	QX1410.6757	NIC58.1604
OG0009224	WBGene00004484	rps-15	F36A2.6	F36A2.6.1	QX1410.6758	NIC58.1605
OG0009225	WBGene00009454	F36A2.7	F36A2.7	F36A2.7.1	QX1410.6759	NIC58.1606
OG0009226	WBGene00009455	phip-1	F36A2.8	F36A2.8.2	QX1410.6760	NIC58.1607
OG0009227	WBGene00006682	twk-30	F36A2.4	F36A2.4.1	QX1410.6761	NIC58.1608
OG0009228	WBGene00009451	cids-2	F36A2.1	F36A2.1d.1	QX1410.6762	NIC58.1609
OG0009229	WBGene00009452	F36A2.2	F36A2.2	F36A2.2.1	QX1410.6763	NIC58.1610
OG0009230	WBGene00009453	F36A2.3	F36A2.3	F36A2.3.2	QX1410.6764	NIC58.1611
OG0009231	WBGene00006324	sup-17	DY3.7	DY3.7.2	QX1410.6765	NIC58.1612
OG0009232	WBGene00008439	mfb-1	DY3.6	DY3.6.1	QX1410.6766	NIC58.1613
OG0009233	WBGene00004115	pqn-26	DY3.5	DY3.5.1	QX1410.6767	NIC58.1614
OG0009234	WBGene00006618	trt-1	DY3.4	DY3.4a.2	QX1410.6768	NIC58.1615
OG0009235	WBGene00001960	hlh-16	DY3.3	DY3.3.1	QX1410.6769	NIC58.1616
OG0009236	WBGene00003052	lmn-1	DY3.2	DY3.2.1	QX1410.6770	NIC58.1617
OG0009237	WBGene00006574	tin-13	DY3.1	DY3.1.1	QX1410.6771	NIC58.1618
OG0009238	WBGene00008440	DY3.8	DY3.8	DY3.8.1	QX1410.6772	NIC58.1619
OG0009239	WBGene00007978, WBGene00013019	C36B1.11, Y48G10A.2	C36B1.11, Y48G10A.2	C36B1.11.1, Y48G10A.2a.1	QX1410.6773	NA
OG0009240	WBGene00007979	imp-1	C36B1.12	C36B1.12c.1	QX1410.6774	NIC58.1620
OG0009241	WBGene00007976	C36B1.9	C36B1.9	C36B1.9.1	QX1410.6775	NIC58.1621
OG0009242	WBGene00007975	gls-1	C36B1.8	C36B1.8b.1	QX1410.6776	NIC58.1622
OG0009243	WBGene00007974	dhfr-1	C36B1.7	C36B1.7.1	QX1410.6777	NIC58.1623
OG0009244	WBGene00007972	prp-4	C36B1.5	C36B1.5.1	QX1410.6778	NIC58.1624
OG0009245	NA	NA	NA	NA	QX1410.6780, QX1410.6782, QX1410.6783	NA
OG0009246	WBGene00044614	C36B1.14	C36B1.14	C36B1.14.1	QX1410.6785	NIC58.1626
OG0009247	WBGene00007971	rpb-3	C36B1.3	C36B1.3.1	QX1410.6786	NIC58.1627
OG0009248	WBGene00003925	pas-4	C36B1.4	C36B1.4.1	QX1410.6787	NIC58.1628
OG0009249	WBGene00000527	cle-1	C36B1.1	C36B1.1d.1	QX1410.6788	NIC58.1629
OG0009250	WBGene00000409	cdk-8	F39H11.3	F39H11.3.1	QX1410.6789	NIC58.1630
OG0009251	WBGene00006577	tlf-1	F39H11.2	F39H11.2b.1	QX1410.6790	NIC58.1631
OG0009252	WBGene00009565	F39H11.1	F39H11.1	F39H11.1.1	QX1410.6791	NIC58.1632
OG0009253	WBGene00003953	pbs-7	F39H11.5	F39H11.5.1	QX1410.6792	NIC58.1633
OG0009254	WBGene00010623	K07A12.5	K07A12.5	K07A12.5b.1	QX1410.6793	NIC58.1598
OG0009255	WBGene00000209	asg-1	K07A12.3	K07A12.3.1	QX1410.6794	NIC58.1635
OG0009256	WBGene00010624	mrps-15	K07A12.7	K07A12.7.2	QX1410.6795	NIC58.1636
OG0009257	WBGene00010622	K07A12.4	K07A12.4	K07A12.4a.1	QX1410.6796	NIC58.1637
OG0009258	WBGene00015313	hpo-32	C01G8.6	C01G8.6.1	QX1410.6797	NIC58.1638
OG0009259	WBGene00002717	let-526	C01G8.9	C01G8.9c.1	QX1410.6798	NIC58.1639
OG0009260	WBGene00018598	F48C1.5	F48C1.5	F48C1.5.1	QX1410.6800	NIC58.1640
OG0009261	WBGene00018599	F48C1.6	F48C1.6	F48C1.6.1	QX1410.6801	NIC58.1641
OG0009262	WBGene00018594	aman-3	F48C1.1	F48C1.1a.1	QX1410.6804	NIC58.1642
OG0009263	WBGene00004965	spe-11	F48C1.7	F48C1.7.1	QX1410.6805	NIC58.1643
OG0009264	WBGene00018600	F48C1.8	F48C1.8	F48C1.8.1	QX1410.6809	NIC58.1645
OG0009265	WBGene00018864	F55A12.5	F55A12.5	F55A12.5.1	QX1410.6811	NIC58.1648
OG0009266	WBGene00018866	nath-10	F55A12.8	F55A12.8.1	QX1410.6812	NIC58.1649
OG0009267	WBGene00000966	dhs-2	F55A12.4	F55A12.4a.1	QX1410.6813	NIC58.1650
OG0009268	WBGene00004087	ppk-1	F55A12.3	F55A12.3.3	QX1410.6814	NIC58.1651
OG0009269	WBGene00004131	pqn-44	F55A12.9	F55A12.9a.1	QX1410.6818	NIC58.1654
OG0009270	WBGene00001491	frm-4	C24A11.8	C24A11.8c.1	QX1410.6819	NIC58.1655
OG0009271	WBGene00016278	erp-44.1	C30H7.2	C30H7.2b.1	QX1410.6821	NIC58.1656
OG0009272	WBGene00017855	F27C1.6	F27C1.6	F27C1.6.2	QX1410.6822	NIC58.1657
OG0009273	WBGene00017853	F27C1.3	F27C1.3	F27C1.3.1	QX1410.6823	NIC58.1660
OG0009274	WBGene00000230	atp-3	F27C1.7	F27C1.7b.1	QX1410.6824	NIC58.1661
OG0009275	WBGene00017852	F27C1.2	F27C1.2	F27C1.2b.1	QX1410.6825	NIC58.1662
OG0009276	WBGene00016040	C24A11.1	C24A11.1	C24A11.1.1	QX1410.6827	NIC58.1663
OG0009277	WBGene00001067	dpy-5	F27C1.8	F27C1.8.1	QX1410.6828	NIC58.1664
OG0009278	WBGene00017858	F27C1.11	F27C1.11	F27C1.11b.1	QX1410.6829	NIC58.1665
OG0009279	WBGene00015633	C09D4.2	C09D4.2	C09D4.2.1	QX1410.6831	NIC58.1666
OG0009280	WBGene00015634	C09D4.3	C09D4.3	C09D4.3.1	QX1410.6832	NIC58.1667
OG0009281	WBGene00206357	C09D4.9	C09D4.9	C09D4.9.1	QX1410.6833	NIC58.1668
OG0009282	WBGene00015636	C09D4.6	C09D4.6	C09D4.6.1	QX1410.6834	NIC58.1669
OG0009283	WBGene00015635	C09D4.4	C09D4.4	C09D4.4c.1	QX1410.6835	NIC58.1671
OG0009284	WBGene00020263	let-355	T05E8.3	T05E8.3.1	QX1410.6836	NIC58.1672
OG0009285	WBGene00015632	C09D4.1	C09D4.1	C09D4.1a.1	QX1410.6837	NIC58.1673
OG0009286	WBGene00019076	mrpl-24	F59A3.3	F59A3.3.1	QX1410.6838	NIC58.1674
OG0009287	WBGene00019077	zipt-11	F59A3.4	F59A3.4.1	QX1410.6839	NIC58.1675
OG0009288	WBGene00194697	F59A3.13	F59A3.13	F59A3.13.1	QX1410.6843	NIC58.1677
OG0009289	WBGene00019080	F59A3.7	F59A3.7	F59A3.7.1	QX1410.6844	NIC58.1678
OG0009290	WBGene00019074	cpd-1	F59A3.1	F59A3.1.1	QX1410.6845	NIC58.1679
OG0009291	WBGene00009458	F36A2.11	F36A2.11	F36A2.11.1	QX1410.6848	NIC58.1681
OG0009292	WBGene00000890	sig-7	F39H2.2	F39H2.2a.1	QX1410.6854	NIC58.1682
OG0009293	WBGene00012150	syx-17	VF39H2L.1	VF39H2L.1.1	QX1410.6855	NIC58.1683
OG0009294	WBGene00009672	F43G9.12	F43G9.12	F43G9.12a.1	QX1410.6856	NIC58.1684
OG0009295	WBGene00009671	mfap-1	F43G9.10	F43G9.10.1	QX1410.6857	NIC58.1685
OG0009296	WBGene00000777	cpn-1	F43G9.9	F43G9.9.2	QX1410.6858	NIC58.1686
OG0009297	WBGene00000468	ces-1	F43G9.11	F43G9.11.1	QX1410.6859	NIC58.1687
OG0009298	WBGene00009666	slc-25A42	F43G9.3	F43G9.3.1	QX1410.6861	NIC58.1690
OG0009299	WBGene00009665	lmd-1	F43G9.2	F43G9.2a.1	QX1410.6863	NIC58.1691
OG0009300	WBGene00009664	idha-1	F43G9.1	F43G9.1.1	QX1410.6864	NIC58.1692
OG0009301	WBGene00011036	edc-3	R05D11.8	R05D11.8.1	QX1410.6866	NIC58.1693
OG0009302	WBGene00011035	snrp-27	R05D11.7	R05D11.7.1	QX1410.6867	NIC58.1694
OG0009303	WBGene00004305	ran-4	R05D11.3	R05D11.3.1	QX1410.6873	NIC58.1697
OG0009304	WBGene00000904	daf-8	R05D11.1	R05D11.1.1	QX1410.6874	NIC58.1698
OG0009305	WBGene00011352	rskn-1	T01H8.1	T01H8.1e.1	QX1410.6876	NIC58.1699
OG0009306	WBGene00010855	M04C7.4	M04C7.4	M04C7.4.1	QX1410.6879	NIC58.1702
OG0009307	WBGene00001677	gpa-15	M04C7.1	M04C7.1.1	QX1410.6880	NIC58.1703
OG0009308	WBGene00006976	zhp-3	K02B12.8	K02B12.8b.1	QX1410.6883	NIC58.1704
OG0009309	WBGene00010498	tnsl-1	K02B12.5	K02B12.5.1	QX1410.6885	NIC58.1705
OG0009310	WBGene00044679	K02B12.9	K02B12.9	K02B12.9.1	QX1410.6886	NIC58.1707
OG0009311	WBGene00010499	K02B12.6	K02B12.6	K02B12.6.1	QX1410.6887	NIC58.1708
OG0009312	WBGene00010497	axl-1	K02B12.4	K02B12.4b.1	QX1410.6888	NIC58.1710
OG0009313	WBGene00010495	K02B12.2	K02B12.2	K02B12.2.1	QX1410.6889, QX1410.6922	NA
OG0009314	WBGene00008386	cdc-5L	D1081.8	D1081.8.1	QX1410.6892	NIC58.1714
OG0009315	WBGene00008387	zhp-2	D1081.9	D1081.9.1	QX1410.6894	NIC58.1716
OG0009316	WBGene00008384	D1081.6	D1081.6	D1081.6.1	QX1410.6895	NIC58.1717
OG0009317	WBGene00304985	D1081.20	D1081.20	D1081.20.1	QX1410.6896	NIC58.1718
OG0009318	WBGene00008382	D1081.4	D1081.4	D1081.4.1	QX1410.6897	NIC58.1719
OG0009319	WBGene00086554	D1081.12	D1081.12	D1081.12.1	QX1410.6898	NIC58.1720
OG0009320	WBGene00006844	unc-120	D1081.2	D1081.2.1	QX1410.6905	NIC58.1727
OG0009321	WBGene00008652	F10D11.6	F10D11.6	F10D11.6a.1	QX1410.6910	NIC58.1728
OG0009322	WBGene00020377	T09B4.3	T09B4.3	T09B4.3.1	QX1410.6912	NIC58.1729
OG0009323	WBGene00020383	tin-44	T09B4.9	T09B4.9.1	QX1410.6913	NIC58.1730
OG0009324	WBGene00020375	pigv-1	T09B4.1	T09B4.1.1	QX1410.6916	NIC58.1732
OG0009325	WBGene00020259	T05E7.3	T05E7.3	T05E7.3.1	QX1410.6917	NIC58.1733
OG0009326	WBGene00020260	T05E7.4	T05E7.4	T05E7.4.1	QX1410.6918	NIC58.1734
OG0009327	WBGene00020258	T05E7.1	T05E7.1	T05E7.1.1	QX1410.6921	NIC58.1737
OG0009328	WBGene00001497	fars-1	T08B2.9	T08B2.9a.1	QX1410.6926	NIC58.1740
OG0009329	WBGene00206356	T08B2.15	T08B2.15	T08B2.15.1	QX1410.6927	NIC58.1741
OG0009330	WBGene00020346	rbm-5	T08B2.5	T08B2.5b.1	QX1410.6928	NIC58.1742
OG0009331	WBGene00004486	rps-17	T08B2.10	T08B2.10.1	QX1410.6929	NIC58.1743
OG0009332	WBGene00000633	col-56	T08B2.2	T08B2.2.1	QX1410.6930	NIC58.1744
OG0009333	WBGene00016751	C48E7.6	C48E7.6	C48E7.6.1	QX1410.6932	NIC58.1745
OG0009334	WBGene00005000	spp-15	C48E7.10	C48E7.10.1	QX1410.6933	NIC58.1746
OG0009335	WBGene00000583	cof-2	C48E7.5	C48E7.5.1	QX1410.6934	NIC58.1748
OG0009336	WBGene00016754	cebp-2	C48E7.11	C48E7.11.1	QX1410.6936	NIC58.1749
OG0009337	WBGene00003059	lpd-2	C48E7.3	C48E7.3.1	QX1410.6937	NIC58.1750
OG0009338	WBGene00016750	let-611	C48E7.2	C48E7.2.1	QX1410.6938	NIC58.1751
OG0009339	WBGene00016753	oac-9	C48E7.8	C48E7.8.1	QX1410.6940	NIC58.1752
OG0009340	WBGene00015687	chdp-1	C10G11.7	C10G11.7a.3	QX1410.6942	NIC58.1755
OG0009341	WBGene00015686	C10G11.6	C10G11.6	C10G11.6b.1	QX1410.6943	NIC58.1756
OG0009342	WBGene00004068	pnk-1	C10G11.5	C10G11.5a.1	QX1410.6944	NIC58.1757
OG0009343	WBGene00000634	col-58	F26B1.4	F26B1.4.1	QX1410.6948	NIC58.1762
OG0009344	WBGene00017816	hrpk-1	F26B1.2	F26B1.2a.1	QX1410.6949	NIC58.1764
OG0009345	WBGene00002601	let-381	F26B1.7	F26B1.7.1	QX1410.6950	NIC58.1765
OG0009346	WBGene00017815	F26B1.1	F26B1.1	F26B1.1.1	QX1410.6951	NIC58.1766
OG0009347	WBGene00000254	bli-4	K04F10.4	K04F10.4d.1	QX1410.6953	NIC58.1768
OG0009348	WBGene00019396	K04F10.3	K04F10.3	K04F10.3a.1	QX1410.6956	NIC58.1772
OG0009349	WBGene00019395	K04F10.2	K04F10.2	K04F10.2.1	QX1410.6958	NIC58.1773
OG0009350	WBGene00019394	K04F10.1	K04F10.1	K04F10.1.1	QX1410.6960	NIC58.1774
OG0009351	WBGene00019399	K04F10.7	K04F10.7	K04F10.7.1	QX1410.6961	NIC58.1775
OG0009352	WBGene00022586	ZC308.4	ZC308.4	ZC308.4a.1	QX1410.6962	NIC58.1777
OG0009353	WBGene00001596	gld-2	ZC308.1	ZC308.1a.1	QX1410.6963	NIC58.1776
OG0009354	WBGene00022592	klu-2	ZC328.2	ZC328.2.1	QX1410.6964	NIC58.1778
OG0009355	WBGene00022594	ZC328.5	ZC328.5	ZC328.5.1	QX1410.6966	NIC58.1786
OG0009356	WBGene00004721	san-1	ZC328.4	ZC328.4.1	QX1410.6967	NIC58.1784
OG0009357	WBGene00022593	ZC328.3	ZC328.3	ZC328.3a.1	QX1410.6968	NIC58.1783
OG0009358	WBGene00019993	rbx-2	R10A10.2	R10A10.2.1	QX1410.6969	NIC58.1782
OG0009359	WBGene00018156	ncbp-1	F37E3.1	F37E3.1.1	QX1410.6970	NIC58.1781
OG0009360	WBGene00018157	lron-6	F37E3.2	F37E3.2.1	QX1410.6971	NIC58.1780
OG0009361	WBGene00018158	comp-1	F37E3.3	F37E3.3.1	QX1410.6975	NIC58.11741
OG0009362	WBGene00004924	snt-4	T23H2.2	T23H2.2.1	QX1410.6976	NIC58.1789
OG0009363	WBGene00020743	mam-8	T23H2.4	T23H2.4.1	QX1410.6978	NIC58.1792
OG0009364	WBGene00004273	rab-10	T23H2.5	T23H2.5.1	QX1410.6979	NIC58.1793
OG0009365	WBGene00019432	knl-2	K06A5.4	K06A5.4.1	QX1410.6980	NIC58.1794
OG0009366	WBGene00000386	cdc-25.1	K06A5.7	K06A5.7.1	QX1410.6984	NIC58.1797
OG0009367	WBGene00019434	nmtn-1	K06A5.8	K06A5.8b.2	QX1410.6986	NIC58.1799
OG0009368	WBGene00016945	sulp-1	C55B7.6	C55B7.6a.1	QX1410.6987	NIC58.1800
OG0009369	WBGene00000937	dbr-1	C55B7.8	C55B7.8.1	QX1410.6988	NIC58.1801
OG0009370	WBGene00007018	mdt-18	C55B7.9	C55B7.9a.2	QX1410.6989	NIC58.1802
OG0009371	WBGene00001627	gly-2	C55B7.2	C55B7.2.1	QX1410.6992	NIC58.1805
OG0009372	WBGene00002206	kin-24	K07F5.4	K07F5.4.1	QX1410.6995	NIC58.1826
OG0009373	WBGene00002783	let-607	F57B10.1	F57B10.1.1	QX1410.6997	NIC58.1825
OG0009374	WBGene00019001	ipgm-1	F57B10.3	F57B10.3a.1	QX1410.6998	NIC58.1824
OG0009375	WBGene00000236	bag-1	F57B10.11	F57B10.11.1	QX1410.6999	NIC58.1823
OG0009376	WBGene00006607	tre-1	F57B10.7	F57B10.7.1	QX1410.7002	NIC58.1822
OG0009377	WBGene00000896	dad-1	F57B10.10	F57B10.10.1	QX1410.7003	NIC58.1821
OG0009378	WBGene00019006	spg-20	F57B10.9	F57B10.9.1	QX1410.7005	NIC58.1820
OG0009379	WBGene00019005	F57B10.8	F57B10.8	F57B10.8.1	QX1410.7006	NIC58.1819
OG0009380	WBGene00015623	C09B8.4	C09B8.4	C09B8.4.1	QX1410.7009	NIC58.1817
OG0009381	WBGene00020411	T10E9.1	T10E9.1	T10E9.1.1	QX1410.7010	NIC58.1816
OG0009382	WBGene00020412	T10E9.2	T10E9.2	T10E9.2.1	QX1410.7011	NIC58.1815
OG0009383	WBGene00020418	T10E9.8	T10E9.8	T10E9.8.1	QX1410.7012	NIC58.1814
OG0009384	WBGene00020413	cpg-22	T10E9.3	T10E9.3.1	QX1410.7013	NIC58.1813
OG0009385	WBGene00020417	nuo-2	T10E9.7	T10E9.7.1	QX1410.7015	NIC58.1812
OG0009386	WBGene00000483	che-1	C55B7.12	C55B7.12b.1	QX1410.7018	NIC58.1809
OG0009387	WBGene00017066	maco-1	D2092.5	D2092.5.1	QX1410.7026	NIC58.1832
OG0009388	WBGene00017065	D2092.4	D2092.4	D2092.4.1	QX1410.7027	NIC58.1833
OG0009389	WBGene00006645	tsp-19	D2092.7	D2092.7.1	QX1410.7028	NIC58.1834
OG0009390	WBGene00017068	D2092.8	D2092.8	D2092.8.1	QX1410.7029	NIC58.1835
OG0009391	WBGene00000050	acr-11	D2092.3	D2092.3.1	QX1410.7030	NIC58.1836
OG0009392	WBGene00044610	D2092.10	D2092.10	D2092.10.1	QX1410.7032	NIC58.1837
OG0009393	WBGene00017063	mctp-1	D2092.1	D2092.1b.1	QX1410.7034	NIC58.1838
OG0009394	WBGene00022633	ZC581.3	ZC581.3	ZC581.3.1	QX1410.7038	NIC58.1839
OG0009395	WBGene00022631	nekl-2	ZC581.1	ZC581.1.1	QX1410.7039	NIC58.1840
OG0009396	WBGene00022635	ZC581.9	ZC581.9	ZC581.9c.1	QX1410.7040	NIC58.1841
OG0009397	WBGene00020712	ckr-1	T23B3.4	T23B3.4.1	QX1410.7044	NIC58.1842
OG0009398	WBGene00020714	T23B3.6	T23B3.6	T23B3.6.1	QX1410.7048	NIC58.1843
OG0009399	WBGene00020710	T23B3.2	T23B3.2	T23B3.2.1	QX1410.7050	NIC58.1845
OG0009400	WBGene00020709	T23B3.1	T23B3.1	T23B3.1a.1	QX1410.7051	NIC58.1846
OG0009401	WBGene00020933	W02D3.4	W02D3.4	W02D3.4.1	QX1410.7052	NIC58.1847
OG0009402	WBGene00009687, WBGene00010000	F44D12.10, F53F8.3	F44D12.10, F53F8.3	F44D12.10.1, F53F8.3.1	QX1410.7053	NA
OG0009403	WBGene00003170	mec-6	W02D3.3	W02D3.3.2	QX1410.7054	NIC58.1848
OG0009404	WBGene00002258	lbp-6	W02D3.5	W02D3.5.1	QX1410.7055	NIC58.1849
OG0009405	WBGene00002257	lbp-5	W02D3.7	W02D3.7.1	QX1410.7056	NIC58.1850
OG0009406	WBGene00011829	T19A6.4	T19A6.4	T19A6.4.1	QX1410.7059	NIC58.1851
